ID	Name	GPR	LB	UB	Equation	Subsystem
R_ENZRXN3EM_891	D-galactarate dehydratase	( PFLU0852 )	-1000.0	1000.0	M_r905 <=> M_r1082 + M_r668	
R_ENZRXN3EM_1674	D-galactonate transporter	( PFLU0033 )	0.0	1000.0	M_r907 + M_r1078 <=> M_r1077 + M_r906	
R_ENZRXN3EM_1162__ENZRXN3EM_1163__ENZRXN3EM_467	putative glucarate dehydratase__putative glucarate dehydratase__glucarate dehydratase	( PFLU2284 ) or ( PFLU2289 ) or ( PFLU4261 )	-1000.0	1000.0	M_r910 <=> M_r1082 + M_r668	
R_ENZRXN3EM_1631	Glucarate permease	( PFLU0851 )	0.0	1000.0	M_r1078 + M_r911 <=> M_r1077 + M_r910	
R_ENZRXN3EM_133_ENZRXN3EM_802	putative beta-glucosidase__periplasmic beta-glucosidase precursor	( PFLU4082 ) or ( PFLU1399 )	-1000.0	1000.0	M_r1082 + M_r935 <=> M_r581 + M_r934	
R_ENZRXN3EM_677	sorbitol dehydrogenase	( PFLU2474 )	-1000.0	1000.0	M_r1299 + M_r968 <=> M_r495 + M_r1077 + M_r1300	
R_ENZRXN3EM_689	xylose isomerase	( PFLU2301 )	-1000.0	1000.0	M_r985 <=> M_r986	
R_ENZRXN3EM_1200	xylulose kinase	( PFLU2740 )	0.0	1000.0	M_r787 + M_r986 <=> M_r745 + M_r987	
R_ENZRXN3EM_1515	glycolaldehyde reductase	( PFLU1412 )	-1000.0	1000.0	M_r1299 + M_r998 <=> M_r1064 + M_r1077 + M_r1300	
R_ENZRXN3EM_673	formamidase	( PFLU2534 )	0.0	1000.0	M_r1082 + M_r1008 <=> M_r1009 + M_r771	
R_ENZRXN3EM_676	sorbitol dehydrogenase	( PFLU2474 )	-1000.0	1000.0	M_r1189 + M_r1299 <=> M_r545 + M_r1077 + M_r1300	
R_ENZRXN3EM_651	putative mannitol 2-dehydrogenase	( PFLU2741 )	-1000.0	1000.0	M_r1299 + M_r1235 <=> M_r495 + M_r1077 + M_r1300	
R_ENZRXN3EM_1423	putative N-acetylglucosamine-6-phosphate deacetylase	( PFLU5025 )	0.0	1000.0	M_r1082 + M_r1288 <=> M_r717 + M_r915	
R_ENZRXN3EM_848	argininosuccinate synthase	( PFLU1156 )	0.0	1000.0	M_r787 + M_r1165 + M_r1348 <=> M_r942 + M_r773 + M_r812	
R_ENZRXN3EM_362	trehalose-6-phosphate hydrolase	( PFLU5039 )	-1000.0	1000.0	M_r1082 + M_r1517 <=> M_r581 + M_r592	
R_ENZRXN3EM_186	bifunctional GlmU protein [includes: UDP-N-acetylglucosamine pyrophosphorylase; glucosamine-1-phosphate N-acetyltransferase]	( PFLU6116 )	0.0	1000.0	M_r726 + M_r913 <=> M_r850 + M_r1289	
R_ENZRXN3EM_1443	phosphoglucosamine mutase	( PFLU5258 )	-1000.0	1000.0	M_r913 <=> M_r915	
R_ENZRXN3EM_3836	N-acetylglucosamine-1-phosphate uridyltransferase	( PFLU6116 )	0.0	1000.0	M_r446 + M_r1289 <=> M_r942 + M_r420	
R_ENZRXN3EM_569	UDP-N-acetylenolpyruvoylglucosamine reductase	( PFLU3768 )	0.0	1000.0	M_r1077 + M_r1303 + M_r418 <=> M_r422 + M_r1301	
R_ENZRXN3EM_885	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	( PFLU0894 )	0.0	1000.0	M_r420 + M_r1367 <=> M_r1364 + M_r418	
R_MVRXN_254	4-guanidinobutyraldehyde dehydrogenase	( PFLU5976 )	0.0	1000.0	M_r1082 + M_r52 + M_r1299 <=> 2.0 M_r1077 + M_r53 + M_r1300	
R_MVRXN_255	4-guanidinobutanoate amidinohydrolase	( PFLU4510 )	0.0	1000.0	M_r1082 + M_r53 <=> M_r441 + M_r626	
R_MVRXN_253	Oxoarginine decarboxylase	( PFLU1503 )	0.0	1000.0	M_r54 + M_r1077 <=> M_r843 + M_r52	
R_ENZRXN3EM_383	arginine deiminase	( PFLU4891 )	0.0	1000.0	M_r1082 + M_r1160 <=> M_r771 + M_r837	
R_ENZRXN3EM_1256	putative arginase	( PFLU3261 )	0.0	1000.0	M_r1082 + M_r1160 <=> M_r1207 + M_r441	
R_MVRXN_257	L-arginine pyruvate transaminase	( PFLU4027 )	-1000.0	1000.0	M_r1416 + M_r1160 <=> M_r54 + M_r1156	
R_ENZRXN3EM_402	arginine-N-succinyltransferase	( PFLU4755 and PFLU4756 )	0.0	1000.0	M_r1160 + M_r1459 <=> M_r850 + M_r1277	
R_ENZRXN3EM_922	biosynthetic arginine decarboxylase	( PFLU0626 )	0.0	1000.0	M_r1160 <=> M_r752 + M_r843	
R_ENZRXN3EM_219	argininosuccinate lyase	( PFLU5936 )	-1000.0	1000.0	M_r1162 <=> M_r1160 + M_r1016	
R_ENZRXN3EM_847	argininosuccinate synthase	( PFLU1156 )	0.0	1000.0	M_r787 + M_r1165 + M_r837 <=> M_r942 + M_r1162 + M_r773	
R_MVRXN_256	Spontaneous: L-glutamate 5-semialdehyde dehydratase		-1000.0	1000.0	M_r1177 <=> M_r1082 + M_r1414	
R_ENZRXN3EM_302	gamma-glutamyl phosphate reductase	( PFLU5427 )	0.0	1000.0	M_r1077 + M_r1179 + M_r1303 <=> M_r1364 + M_r1177 + M_r1301	
R_ENZRXN3EM_1050__ENZRXN3EM_1169	ornithine aminotransferase__ornithine aminotransferase	( PFLU1624 ) or ( PFLU4758 )	0.0	1000.0	M_r1207 + M_r1313 <=> M_r1176 + M_r1177	
R_ENZRXN3EM_113_ENZRXN3EM_1230__ENZRXN3EM_1455__ENZRXN3EM_504	putative ornithine cyclodeaminase__putative ornithine cyclodeaminase__putative ornithine cyclodeaminase__ornithine cyclodeaminase	( PFLU1940 ) or ( PFLU3072 ) or ( PFLU5632 ) or ( PFLU3970 )	0.0	1000.0	M_r1207 + M_r1299 <=> M_r771 + M_r1077 + M_r1211 + M_r1300	
R_ENZRXN3EM_403	arginine N-succinyltransferase	( PFLU4755 )	-1000.0	1000.0	M_r1207 + M_r1459 <=> M_r850 + M_r1279	
R_ENZRXN3EM_1502	proline dehydrogenase	( PFLU0451 )	0.0	1000.0	M_r1000 + M_r1211 <=> M_r1001 + M_r1414	
R_ENZRXN3EM_367	proline tRNA synthetase	( PFLU4994 )	0.0	1000.0	M_r787 + M_r1509 + M_r1211 <=> M_r942 + M_r773 + M_r77	
R_ENZRXN3EM_1402	putative succinylglutamate desuccinylase	( PFLU4751 )	0.0	1000.0	M_r1082 + M_r1276 <=> M_r1176 + M_r1456	
R_ENZRXN3EM_1403	succinylarginine dihydrolase	( PFLU4753 )	0.0	1000.0	2.0 M_r1082 + M_r1277 <=> M_r843 + 2.0 M_r771 + M_r1279	
R_ENZRXN3EM_1404__ENZRXN3EM_1063__ENZRXN3EM_1087__ENZRXN3EM_1178__ENZRXN3EM_1185__ENZRXN3EM_1236__ENZRXN3EM_1264__ENZRXN3EM_1269__ENZRXN3EM_1273__ENZRXN3EM_1337	succinylglutamic semialdehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__aldehyde dehydrogenase family protein__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase	( PFLU4754 ) or ( PFLU0850 ) or ( PFLU1214 ) or ( PFLU2349 ) or ( PFLU2370 ) or ( PFLU3090 ) or ( PFLU3291 ) or ( PFLU3299 ) or ( PFLU3306 ) or ( PFLU4112 )	0.0	1000.0	M_r1082 + M_r1299 + M_r1278 <=> M_r1077 + M_r1276 + M_r1300	
R_ENZRXN3EM_40_ENZRXN3EM_768	acetylornithine/succinyldiaminopimelate aminotransferase__acetylornithine aminotransferase	( PFLU4758 ) or ( PFLU1624 )	-1000.0	1000.0	M_r1279 + M_r1313 <=> M_r1176 + M_r1278	
R_ENZRXN3EM_228__ENZRXN3EM_466	acetylornithine deacetylase__putative acetylornithine deacetylase	( PFLU5863 ) or ( PFLU4265 )	0.0	1000.0	M_r1082 + M_r1292 <=> M_r837 + M_r717	
R_ENZRXN3EM_948	bifunctional PutA protein	( PFLU0451 )	0.0	1000.0	2.0 M_r1082 + M_r1299 + M_r1414 <=> M_r1077 + M_r1176 + M_r1300	
R_ENZRXN3EM_961	arginyl-tRNA synthetase	( PFLU0401 )	0.0	1000.0	M_r787 + M_r1160 + M_r1495 <=> M_r942 + M_r65 + M_r773	
R_ENZRXN3EM_269	biotin synthase	( PFLU5615 )	-1000.0	1000.0	M_r699 <=> M_r799	
R_ENZRXN3EM_271	dethiobiotin synthetase	( PFLU5611 )	0.0	1000.0	M_r787 + M_r843 + M_r694 <=> M_r1364 + M_r745 + M_r902	
R_ENZRXN3EM_267	biotin synthase	( PFLU5615 )	-1000.0	1000.0	M_r1431 + 2.0 M_r1436 + M_r902 <=> M_r699 + 2.0 M_r662 + 2.0 M_r1206	
R_ENZRXN3EM_270	8-amino-7-oxononanoate synthase	( PFLU5614 )	0.0	1000.0	M_r1382 + M_r1156 <=> M_r698 + M_r843 + M_r850	
R_ENZRXN3EM_246	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	( PFLU5727 )	-1000.0	1000.0	M_r698 + M_r1436 <=> M_r694 + M_r1433	
R_ENZRXN3EM_337	muconolactone delta-isomerase	( PFLU5191 )	-1000.0	1000.0	M_r1280 <=> M_r659	
R_ENZRXN3EM_1439	putative muconate cycloisomerase I	( PFLU5192 )	-1000.0	1000.0	M_r1280 <=> M_r830	
R_ENZRXN3EM_806	3-carboxy-cis,cis-muconate cycloisomerase	( PFLU1369 )	-1000.0	1000.0	M_r1357 <=> M_r585	
R_ENZRXN3EM_805__ENZRXN3EM_890	4-carboxymuconolactone decarboxylase__4-carboxymuconolactone decarboxylase	( PFLU1371 ) or ( PFLU0857 )	0.0	1000.0	M_r1357 <=> M_r843 + M_r659	
R_ENZRXN3EM_335	benzoate 1,2-dioxygenase	( PFLU5195 and PFLU5194 and PFLU5196 )	0.0	1000.0	M_r793 + M_r1077 + M_r1330 + M_r1300 <=> M_r1299 + M_r1025	
R_ENZRXN3EM_411	beta;-ketoadipate enol-lactone hydrolase	( PFLU1370 )	-1000.0	1000.0	M_r1082 + M_r659 <=> M_r648	
R_ENZRXN3EM_338	catechol 1,2-dioxygenase	( PFLU5190 )	0.0	1000.0	M_r1330 + M_r817 <=> M_r830	
R_ENZRXN3EM_784	p-hydroxybenzoate hydroxylase	( PFLU1510 )	0.0	1000.0	M_r1077 + M_r1330 + M_r1377 + M_r1303 <=> M_r1082 + M_r1398 + M_r1301	
R_ENZRXN3EM_807	protocatechuate 3,4-dioxygenase	( PFLU1367 and PFLU1366 )	0.0	1000.0	M_r1330 + M_r1398 <=> M_r585	
R_ENZRXN3EM_981	glucose-1-phosphate thymidylyltransferase	( PFLU0290 )	0.0	1000.0	M_r980 + M_r979 <=> M_r942 + M_r977	
R_ENZRXN3EM_982	dTDP-4-dehydrorhamnose 3,5-epimerase	( PFLU0289 )	-1000.0	1000.0	M_r974 <=> M_r975	
R_ENZRXN3EM_980	dTDP-glucose 4,6-dehydratase	( PFLU0291 )	0.0	1000.0	M_r977 <=> M_r1082 + M_r974	
R_ENZRXN3EM_301	ethanolamine ammonia-lyase heavy chain	( PFLU5443 )	0.0	1000.0	M_r995 <=> M_r771 + M_r716	
R_ENZRXN3EM_1304	GDP-fucose synthetase	( PFLU3667 )	-1000.0	1000.0	M_r1023 <=> M_r1024	
R_ENZRXN3EM_1303	GDP-fucose synthetase	( PFLU3667 )	-1000.0	1000.0	M_r1077 + M_r1024 + M_r1303 <=> M_r1031 + M_r1301	
R_ENZRXN3EM_573	putative GDP-mannose 4,6-dehydratase	( PFLU3668 )	0.0	1000.0	M_r1027 <=> M_r1082 + M_r1023	
R_ENZRXN3EM_1552	GDP-6-deoxy-D-lyxo-4-hexulose reductase	( PFLU0483 )	-1000.0	1000.0	M_r1301 + M_r1029 <=> M_r1077 + M_r1023 + M_r1303	
R_ENZRXN3EM_1305	GDP-fucose synthetase	( PFLU3667 )	-1000.0	1000.0	M_r1031 + M_r1301 <=> M_r1077 + M_r1023 + M_r1303	
R_ENZRXN3EM_1389__ENZRXN3EM_1426__ENZRXN3EM_986	putative serine acetyltransferase__putative serine acetyltransferase__serine acetyltransferase	( PFLU4626 ) or ( PFLU5070 ) or ( PFLU0248 )	-1000.0	1000.0	M_r1213 + M_r726 <=> M_r850 + M_r1333	
R_ENZRXN3EM_1388__ENZRXN3EM_445__ENZRXN3EM_782	putative O-acetylserine (thiol)-lyase__cysteine synthase B (O-acetylserine sulfhydrolase B)__cysteine synthase A	( PFLU4625 ) or ( PFLU4507 ) or ( PFLU1540 )	0.0	1000.0	M_r1102 + M_r1333 <=> M_r1174 + M_r717	
R_ENZRXN3EM_1314	cysteinyl-tRNA synthetase	( PFLU3871 )	0.0	1000.0	M_r787 + M_r1174 + M_r1498 <=> M_r942 + M_r773 + M_r67	
R_MVRXN_58	cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)	( PFLU0745 )	0.0	1000.0	M_r401 + 2.0 M_r1436 <=> M_r246 + 2.0 M_r1077 + 2.0 M_r1434	
R_MVRXN_60	cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)	( PFLU0745 )	0.0	1000.0	M_r13 + 2.0 M_r1436 <=> M_r257 + 2.0 M_r1077 + 2.0 M_r1434	
R_MVRXN_59	cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)	( PFLU0745 )	0.0	1000.0	M_r46 + 2.0 M_r1436 <=> M_r268 + 2.0 M_r1077 + 2.0 M_r1434	
R_MVRXN_61	cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)	( PFLU0745 )	0.0	1000.0	M_r68 + 2.0 M_r1436 <=> M_r279 + 2.0 M_r1077 + 2.0 M_r1434	
R_MVRXN_79__MVRXN_91	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r364 <=> M_r389 + M_r1082	
R_MVRXN_72__MVRXN_84	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r365 <=> M_r1082 + M_r378	
R_MVRXN_74__MVRXN_86	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r366 <=> M_r1082 + M_r380	
R_MVRXN_76__MVRXN_88	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r367 <=> M_r1082 + M_r381	
R_MVRXN_78__MVRXN_90	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r369 <=> M_r1082 + M_r377	
R_MVRXN_7_MVRXN_83	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r370 <=> M_r1082 + M_r382	
R_ENZRXN3EM_66	(R)-3-hydroxydecanoyl-ACP:CoA transacylase	( PFLU1434 )	-1000.0	1000.0	M_r850 + M_r371 <=> M_r796 + M_r1	
R_MVRXN_70__MVRXN_82	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r371 <=> M_r1082 + M_r1488	
R_MVRXN_80__MVRXN_92	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r372 <=> M_r1082 + M_r384	
R_MVRXN_73__MVRXN_85	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r373 <=> M_r1082 + M_r385	
R_MVRXN_77__MVRXN_89	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r375 <=> M_r1082 + M_r387	
R_MVRXN_8_MVRXN_93	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r374 <=> M_r1082 + M_r386	
R_MVRXN_75__MVRXN_87	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)__3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	( PFLU1836 ) or ( PFLU1281 )	0.0	1000.0	M_r376 <=> M_r1082 + M_r388	
R_MVRXN_96	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	( PFLU4705 )	0.0	1000.0	M_r1077 + M_r1303 + M_r391 <=> M_r365 + M_r1301	
R_MVRXN_98	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	( PFLU4705 )	0.0	1000.0	M_r1077 + M_r392 + M_r1303 <=> M_r366 + M_r1301	
R_MVRXN_100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)	( PFLU4705 )	0.0	1000.0	M_r1077 + M_r393 + M_r1303 <=> M_r367 + M_r1301	
R_MVRXN_102	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	( PFLU4705 )	0.0	1000.0	M_r1077 + M_r394 + M_r1303 <=> M_r369 + M_r1301	
R_MVRXN_95	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	( PFLU4705 )	-1000.0	1000.0	M_r1077 + M_r395 + M_r1303 <=> M_r370 + M_r1301	
R_MVRXN_94	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	( PFLU4705 )	-1000.0	1000.0	M_r396 + M_r1077 + M_r1303 <=> M_r371 + M_r1301	
R_MVRXN_104	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	( PFLU4705 )	-1000.0	1000.0	M_r397 + M_r1077 + M_r1303 <=> M_r1301 + M_r372	
R_MVRXN_97	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	( PFLU4705 )	-1000.0	1000.0	M_r398 + M_r1077 + M_r1303 <=> M_r1301 + M_r373	
R_MVRXN_105	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	( PFLU4705 )	-1000.0	1000.0	M_r1077 + M_r399 + M_r1303 <=> M_r374 + M_r1301	
R_MVRXN_101	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	( PFLU4705 )	-1000.0	1000.0	M_r400 + M_r1077 + M_r1303 <=> M_r375 + M_r1301	
R_MVRXN_99	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)	( PFLU4705 )	-1000.0	1000.0	M_r402 + M_r1077 + M_r1303 <=> M_r376 + M_r1301	
R_ENZRXN3EM_668	putative acetoacetyl-coenzyme A synthetase	( PFLU2627 )	0.0	1000.0	M_r787 + M_r850 + M_r719 <=> M_r721 + M_r942 + M_r773	
R_MVRXN_103	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	( PFLU4705 )	-1000.0	1000.0	M_r1077 + M_r56 + M_r1303 <=> M_r364 + M_r1301	
R_ENZRXN3EM_1571	acetyl-CoA:ACP transacylase	( PFLU3201 ) or ( PFLU1835 )	-1000.0	1000.0	M_r1 + M_r726 <=> M_r850 + M_r55	
R_MVRXN_143	beta-ketoacyl-ACP synthase (2)	( PFLU4449 )	0.0	1000.0	M_r1077 + M_r58 + M_r726 <=> M_r843 + M_r850 + M_r56	
R_ENZRXN3EM_479	Acetyl CoA carboxylase; ACC	( PFLU4187 and PFLU1286 and PFLU0617 and PFLU0618 ) or ( PFLU4187 and PFLU1286 and PFLU1997 and PFLU0618 ) or ( PFLU4187 and PFLU1286 and PFLU6071 and PFLU0618 )	0.0	1000.0	M_r787 + M_r1085 + M_r1077 + M_r726 <=> M_r1364 + M_r745 + M_r1227	
R_MVRXN_139	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)		0.0	1000.0	M_r389 + M_r1077 + M_r1300 <=> M_r410 + M_r1299	
R_MVRXN_115__MVRXN_126	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r1077 + M_r410 + M_r58 <=> M_r843 + M_r397 + M_r1	
R_MVRXN_110__MVRXN_121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r411 + M_r1077 + M_r58 <=> M_r843 + M_r1 + M_r392	
R_MVRXN_108__MVRXN_119	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r1077 + M_r828 + M_r58 <=> M_r843 + M_r1 + M_r391	
R_MVRXN_107__MVRXN_118	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r4 + M_r1077 + M_r58 <=> M_r843 + M_r1 + M_r395	
R_MVRXN_109__MVRXN_120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r5 + M_r1077 + M_r58 <=> M_r843 + M_r1 + M_r398	
R_MVRXN_114__MVRXN_125	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r6 + M_r1077 + M_r58 <=> M_r843 + M_r1 + M_r394	
R_MVRXN_116__MVRXN_127	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r1077 + M_r409 + M_r58 <=> M_r843 + M_r1 + M_r399	
R_MVRXN_11_MVRXN_122	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r1077 + M_r58 + M_r59 <=> M_r402 + M_r843 + M_r1	
R_MVRXN_106__MVRXN_117	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r1077 + M_r58 + M_r406 <=> M_r843 + M_r396 + M_r1	
R_MVRXN_113__MVRXN_124	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r323 + M_r1077 + M_r58 <=> M_r400 + M_r843 + M_r1	
R_MVRXN_112__MVRXN_123	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)__3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	( PFLU4307 ) or ( PFLU1835 )	0.0	1000.0	M_r1077 + M_r58 + M_r404 <=> M_r843 + M_r1 + M_r393	
R_MVRXN_144	Malonyl-ACP decarboxylase	( PFLU1835 )	0.0	1000.0	M_r1077 + M_r58 <=> M_r843 + M_r55	
R_MVRXN_138	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)		0.0	1000.0	M_r1077 + M_r377 + M_r1300 <=> M_r354 + M_r1299	
R_MVRXN_132	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)		0.0	1000.0	M_r378 + M_r1077 + M_r1300 <=> M_r411 + M_r1299	
R_MVRXN_134	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)		0.0	1000.0	M_r1077 + M_r1300 + M_r380 <=> M_r1299 + M_r404	
R_MVRXN_136	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)		0.0	1000.0	M_r1077 + M_r381 + M_r1300 <=> M_r6 + M_r1299	
R_MVRXN_131	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)		0.0	1000.0	M_r1077 + M_r382 + M_r1300 <=> M_r5 + M_r1299	
R_MVRXN_140	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)		0.0	1000.0	M_r1077 + M_r384 + M_r1300 <=> M_r1299 + M_r409	
R_MVRXN_133	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)		0.0	1000.0	M_r385 + M_r1077 + M_r1300 <=> M_r1299 + M_r59	
R_MVRXN_141	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)		0.0	1000.0	M_r386 + M_r1077 + M_r1300 <=> M_r1299 + M_r406	
R_MVRXN_137	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)		0.0	1000.0	M_r387 + M_r1077 + M_r1300 <=> M_r352 + M_r1299	
R_MVRXN_135	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)		0.0	1000.0	M_r1077 + M_r388 + M_r1300 <=> M_r323 + M_r1299	
R_MVRXN_130	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)		0.0	1000.0	M_r1077 + M_r1488 + M_r1300 <=> M_r4 + M_r1299	
R_ENZRXN3EM_1398__ENZRXN3EM_1463	malonyl CoA-acyl carrier protein transacylase__putative malonyl-CoA-acyl carrier protein transacylase	( PFLU4706 ) or ( PFLU5737 )	-1000.0	1000.0	M_r1 + M_r1227 <=> M_r850 + M_r58	
R_MVRXN_264	Desaturase DesA	( PFLU0184 )	-1000.0	1000.0	M_r323 + M_r1299 <=> M_r6 + M_r1077 + M_r1300	
R_ENZRXN3EM_1551	trans-2-decenoyl-ACP isomerase	( PFLU1836 )	-1000.0	1000.0	M_r1488 <=> M_r828	
R_MVRXN_186__MVRXN_193	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)__3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	( PFLU1553 ) or ( PFLU3027 )	0.0	1000.0	M_r19 + M_r1299 <=> M_r1077 + M_r31 + M_r1300	
R_MVRXN_160__MVRXN_167	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)__3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	( PFLU3030 ) or ( PFLU1553 )	-1000.0	1000.0	M_r19 <=> M_r1082 + M_r1489	
